number,country,flag,vendor,type,level,bank
405556,KG,🇰🇬,VISA,DEBIT,CLASSIC,CJSC KYRGYZ INVESTMENT AND CREDIT BANK
517649,US,🇺🇸,MASTERCARD,CREDIT,,FIRST DATA CORPORATION
385959,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
558153,US,🇺🇸,MASTERCARD,CREDIT,BUSINESS,"SHAZAM, INC."
581971,US,🇺🇸,EBT,DEBIT,,
659316,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
364253,IT,🇮🇹,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
374306,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS COMPANY
636315,NZ,🇳🇿,MAESTRO,DEBIT,GIFT,WESTFIELD NEW ZEALAND
484685,TG,🇹🇬,VISA,DEBIT,ELECTRON,ECOBANK - TOGO
649731,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
411274,US,🇺🇸,VISA,CREDIT,CLASSIC,FIRST COUNTY F.C.U.
237521,,◻️,MASTERCARD,,,
624596,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
633791,AU,🇦🇺,MAESTRO,DEBIT,,COMMONWEALTH BANK OF AUSTRALIA
310093,JP,🇯🇵,JCB,,,
259455,,◻️,MASTERCARD,,,
313764,US,🇺🇸,PRIVATE LABEL,DEBIT,,
412462,NI,🇳🇮,VISA,DEBIT,,BANCO CITIBANK DE NICARAGUA S.A
237453,,◻️,MASTERCARD,,,
575708,US,🇺🇸,EBT,DEBIT,,
650502,BR,🇧🇷,DISCOVER,CREDIT,PERSONAL,"BANCO BRADESCO, S.A."
266791,,◻️,MASTERCARD,,,
523835,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,JACK HENRY & ASSOCIATES
648871,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
519712,SV,🇸🇻,MASTERCARD,CREDIT,BLACK,BANCO AGRICOLA S.A.
257693,,◻️,MASTERCARD,,,
604483,CA,🇨🇦,MAESTRO,CREDIT,IKEA CARD,IKEA CARD
305637,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
423770,US,🇺🇸,VISA,CREDIT,,METRO C.U.
413124,US,🇺🇸,VISA,DEBIT,BUSINESS,UNION BANK & TRUST
586503,US,🇺🇸,EBT,DEBIT,,
258931,,◻️,MASTERCARD,,,
262730,,◻️,MASTERCARD,,,
428291,SV,🇸🇻,VISA,CREDIT,SIGNATURE,"BANCO CITIBANK DE EL SALVADOR, S.A."
407497,US,🇺🇸,VISA,CREDIT,,
641213,US,🇺🇸,EBT,DEBIT,,
459850,CZ,🇨🇿,VISA,CREDIT,,AIR BANK A.S.
229915,,◻️,MASTERCARD,,,
815068,CN,🇨🇳,CHINA UNION PAY,,,
340656,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
402730,CH,🇨🇭,VISA,CREDIT,CLASSIC,CREDIT SUISSE
266873,,◻️,MASTERCARD,,,
624094,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
271476,,◻️,MASTERCARD,,,
579876,NG,🇳🇬,MAESTRO,DEBIT,STANDARD,MAESTRO INTERNATIONAL
450378,US,🇺🇸,VISA,DEBIT,CLASSIC,"U.S. BANK, N.A."
810500,CN,🇨🇳,CHINA UNION PAY,,,
363507,SG,🇸🇬,DINERS CLUB INTERNATIONAL,CREDIT,,
254383,,◻️,MASTERCARD,,,
430514,DE,🇩🇪,VISA,CREDIT,CLASSIC,DEUTSCHE BANK AG
623316,CN,🇨🇳,CHINA UNION PAY,DEBIT,PERSONAL,
621760,CN,🇨🇳,CHINA UNION PAY,DEBIT,PERSONAL,BAOSHANG BANK
487346,US,🇺🇸,VISA,DEBIT,BUSINESS,LANDMARK COMMUNITY BANK
536545,IT,🇮🇹,MASTERCARD,DEBIT,PREPAID BUSINESS,NEXI PAYMENTS S.P.A.
388848,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
597334,CA,🇨🇦,MAESTRO,DEBIT,STANDARD,
364024,GB,🇬🇧,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
534771,PR,🇵🇷,MASTERCARD,DEBIT,PREPAID RELOADABLE,"BANCORP BANK, THE"
394346,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
642014,US,🇺🇸,EBT,DEBIT,,
445227,US,🇺🇸,VISA,DEBIT,CLASSIC,IDEAL C.U.
524394,VN,🇻🇳,MASTERCARD,CREDIT,PLATINUM,VIETNAM PROSPERITY JOINT STOCK COMMERCIAL  BANK
590372,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
436419,LA,🇱🇦,VISA,DEBIT,,"BANGKOK BANK PUBLIC CO., LTD."
244316,,◻️,MASTERCARD,,,
227715,,◻️,MASTERCARD,,,
509715,BR,🇧🇷,ELO,CREDIT,,DISPONIVEL
264548,,◻️,MASTERCARD,,,
641135,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
654874,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
649784,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
353275,JP,🇯🇵,JCB,CREDIT,STANDARD,
442376,US,🇺🇸,VISA,CREDIT,BUSINESS,"BANK OF AMERICA, N.A."
407774,US,🇺🇸,VISA,DEBIT,CLASSIC,UNIFY FINANCLIAL C.U.
850903,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
534251,RU,🇷🇺,MASTERCARD,DEBIT,GOLD,CB LOCKO-BANK
721747,US,🇺🇸,PRIVATE LABEL,DEBIT,,
242244,,◻️,MASTERCARD,,,
435495,US,🇺🇸,VISA,CREDIT,,
348587,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
271036,,◻️,MASTERCARD,,,
420100,US,🇺🇸,VISA,DEBIT,CLASSIC,MAIN STREET BANK
384724,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
594624,GB,🇬🇧,MAESTRO,DEBIT,STANDARD,
394220,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
596192,CN,🇨🇳,MAESTRO,DEBIT,STANDARD,
397979,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
472847,RU,🇷🇺,VISA,CREDIT,,CB THE NATIONAL CLEARING BANK
392416,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
816073,CN,🇨🇳,CHINA UNION PAY,,,
258705,,◻️,MASTERCARD,,,
548410,RU,🇷🇺,MASTERCARD,DEBIT,GOLD,SAVINGS BANK OF THE RUSSIAN FEDERATION (SBERBANK)
589199,US,🇺🇸,EBT,DEBIT,,
595044,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
491601,GB,🇬🇧,VISA,CREDIT,CLASSIC,MBNA EUROPE BANK LTD.
393523,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
267732,,◻️,MASTERCARD,,,
480355,US,🇺🇸,VISA,CREDIT,CLASSIC,MINNEQUA WORKS C.U.
403883,NI,🇳🇮,VISA,CREDIT,BUSINESS,"AVAL CARD, S.A."
315983,JP,🇯🇵,JCB,,,
492334,JP,🇯🇵,VISA,CREDIT,CLASSIC,"NIPPON SHINPAN CO., LTD."
222739,,◻️,MASTERCARD,,,
548004,PL,🇵🇱,MASTERCARD,CREDIT,BUSINESS,SGB-BANK S.A.
400206,US,🇺🇸,VISA,DEBIT,PREPAID,HUDSON VALLEY F.C.U.
441072,DE,🇩🇪,VISA,CREDIT,GOLD,WUESTENROT BANK AG PFANDBRIEBANK
540782,CL,🇨🇱,MASTERCARD,CREDIT,STANDARD,BANCO DE CHILE
439189,GT,🇬🇹,VISA,CREDIT,CLASSIC,"CONTINENTAL DE CREDITOS, S.A."
402026,ES,🇪🇸,VISA,CREDIT,CLASSIC,"BANCO COOPERATIVO ESPANOL, S.A."
381250,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
242857,,◻️,MASTERCARD,,,
263382,,◻️,MASTERCARD,,,
597779,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
423158,JO,🇯🇴,VISA,CREDIT,CLASSIC,CAIRO AMMAN BANK
265210,,◻️,MASTERCARD,,,
406243,PY,🇵🇾,VISA,CREDIT,CLASSIC,FINANCIERA ATLAS S.A.E.C.A.
389819,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
548279,RU,🇷🇺,MASTERCARD,CREDIT,GOLD,EVROFINANCE MOSNARBANK
543128,US,🇺🇸,MASTERCARD,CREDIT,,SUCCESS NATIONAL BANK
429585,US,🇺🇸,VISA,CREDIT,,
266118,,◻️,MASTERCARD,,,
222146,,◻️,MASTERCARD,,,
112893,CA,🇨🇦,PRIVATE LABEL,,,CHARM DIAMOND CENTRES - TDFS
412108,DE,🇩🇪,VISA,CREDIT,CLASSIC,COMMERZBANK AG
645355,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
531634,CA,🇨🇦,MASTERCARD,CREDIT,WORLD ELITE,"TORONTO-DOMINION BANK, THE"
649208,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
508219,US,🇺🇸,EBT,DEBIT,,
402353,US,🇺🇸,VISA,DEBIT,BUSINESS,TIC F.C.U.
645659,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
254053,,◻️,MASTERCARD,,,
303396,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
474534,GT,🇬🇹,VISA,DEBIT,PLATINUM,"BANCO AGROMERCANTIL DE GUATEMALA, S.A."
448356,DE,🇩🇪,VISA,CREDIT,CLASSIC,COMMERZBANK AG
810064,CN,🇨🇳,CHINA UNION PAY,,,
413348,AU,🇦🇺,VISA,CREDIT,,"CUSCAL, LTD."
468990,DO,🇩🇴,VISA,CREDIT,,ASOCIACION LA NACIONAL DE AHORROS Y PRESTAMOS
448961,US,🇺🇸,VISA,CREDIT,CLASSIC,"PNC BANK, N.A."
812670,CN,🇨🇳,CHINA UNION PAY,,,
250960,,◻️,MASTERCARD,,,
528927,SG,🇸🇬,MASTERCARD,CREDIT,PLATINUM,ANZ SINGAPORE
261394,,◻️,MASTERCARD,,,
261747,,◻️,MASTERCARD,,,
502352,US,🇺🇸,EBT,DEBIT,,
300335,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
561267,FR,🇫🇷,MAESTRO,DEBIT,,
534633,US,🇺🇸,MASTERCARD,CREDIT,,
417545,DK,🇩🇰,VISA,DEBIT,ELECTRON,SPAREKASSEN MIDT VEST
530067,ES,🇪🇸,MASTERCARD,CREDIT,GOLD,
658912,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
676953,PL,🇵🇱,MAESTRO,DEBIT,PERSONAL,BANK POLSKA KASA OPIEKI S.A. - (BANK PEKAO S.A.)
450471,CA,🇨🇦,VISA,CREDIT,,CANADIAN IMPERIAL BANK OF COMMERCE
527813,US,🇺🇸,MASTERCARD,DEBIT,BUSINESS,"FIDELITY INFORMATION SERVICES, INC."
354477,JP,🇯🇵,JCB,CREDIT,,
499426,US,🇺🇸,VISA,CREDIT,,
607551,IN,🇮🇳,RUPAY,DEBIT,CLASSIC,"JULLUNDUR CENTRAL COOP BANK, LTD."
641208,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
256200,,◻️,MASTERCARD,,,
231780,,◻️,MASTERCARD,,,
384697,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
659117,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
478885,US,🇺🇸,VISA,DEBIT,CLASSIC,"UMB BANK, N.A."
503319,US,🇺🇸,EBT,DEBIT,,
385378,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
811212,CN,🇨🇳,CHINA UNION PAY,,,
541238,IT,🇮🇹,MASTERCARD,CREDIT,STANDARD,BANCA SELLA SPA
516241,AU,🇦🇺,MASTERCARD,CREDIT,,WESTPAC BANKING CORPORATION
491946,PE,🇵🇪,VISA,CREDIT,CORPORATE T&E,BANCO CONTINENTAL
816644,CN,🇨🇳,CHINA UNION PAY,,,
639614,BR,🇧🇷,MAESTRO,DEBIT,,
814299,CN,🇨🇳,CHINA UNION PAY,,,
361772,AT,🇦🇹,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
256794,,◻️,MASTERCARD,,,
594611,CL,🇨🇱,MAESTRO,DEBIT,STANDARD,
775897,US,🇺🇸,PRIVATE LABEL,DEBIT,,
501948,DK,🇩🇰,DANKORT,DEBIT,,
729274,US,🇺🇸,PRIVATE LABEL,DEBIT,PREPAID,
494527,GB,🇬🇧,VISA,CREDIT,,
366020,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
250934,,◻️,MASTERCARD,,,
485249,US,🇺🇸,VISA,DEBIT,CLASSIC,JSC F.C.U.
469950,US,🇺🇸,VISA,CREDIT,,
248180,,◻️,MASTERCARD,,,
555867,US,🇺🇸,MASTERCARD,CREDIT,,
651869,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
381930,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
461826,US,🇺🇸,VISA,CREDIT,,
496546,FR,🇫🇷,VISA,CREDIT,,
476223,GB,🇬🇧,VISA,DEBIT,CLASSIC,BANK OF SCOTLAND PLC
550013,US,🇺🇸,MASTERCARD,CREDIT,,
301298,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
180064,JP,🇯🇵,UATP,CREDIT,UATP,JAPAN AIRLINES INTERNATIONAL (JL)
426560,LT,🇱🇹,VISA,DEBIT,ELECTRON,JSCB SNORAS (AB BANKAS SNORAS)
392109,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
551254,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,FISERV SOLUTIONS LLC
353737,JP,🇯🇵,JCB,CREDIT,,
228945,,◻️,MASTERCARD,,,
434607,AE,🇦🇪,VISA,DEBIT,CLASSIC,
581208,US,🇺🇸,EBT,DEBIT,,
810089,CN,🇨🇳,CHINA UNION PAY,,,
626932,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
271639,,◻️,MASTERCARD,,,
519164,TC,🇹🇨,MASTERCARD,CREDIT,,
518748,US,🇺🇸,MASTERCARD,CREDIT,STANDARD,"CHASE BANK USA, N.A."
550930,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,FIFTH THIRD BANK
251784,,◻️,MASTERCARD,,,
444309,US,🇺🇸,VISA,CREDIT,BUSINESS,"JPMORGAN CHASE BANK, N.A."
311804,JP,🇯🇵,JCB,,,
488854,US,🇺🇸,VISA,DEBIT,CLASSIC,OCONEE STATE BANK
389594,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
681363,IN,🇮🇳,MAESTRO,DEBIT,STANDARD,
608961,IN,🇮🇳,RUPAY,DEBIT,,
400926,US,🇺🇸,VISA,CREDIT,CLASSIC,"CITIBANK, N.A."
729549,US,🇺🇸,PRIVATE LABEL,DEBIT,,
536084,PY,🇵🇾,MASTERCARD,CREDIT,STANDARD,"PROCARD, S.A."
125726,AU,🇦🇺,UATP,CREDIT,UATP,AUSTRALIAN AIRLINES (OS)
386337,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
493459,AR,🇦🇷,VISA,CREDIT,,BANCO COMERCIAL DE TRES ARROYOS
341977,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
300792,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
579307,US,🇺🇸,EBT,DEBIT,PERSONAL,
220105,RU,🇷🇺,NSPK MIR,DEBIT,,
479076,HR,🇭🇷,VISA,CREDIT,CLASSIC,SOCIETE GENERALE - SPLITSKA BANKA D.D.
510490,US,🇺🇸,MASTERCARD,CREDIT,,
246187,,◻️,MASTERCARD,,,
269611,,◻️,MASTERCARD,,,
367897,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
468341,US,🇺🇸,VISA,CREDIT,,
346387,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
474179,IN,🇮🇳,VISA,DEBIT,ELECTRON,
243814,,◻️,MASTERCARD,,,
597461,ES,🇪🇸,MAESTRO,DEBIT,STANDARD,
588363,US,🇺🇸,EBT,DEBIT,,
591501,CN,🇨🇳,MAESTRO,DEBIT,STANDARD,
368613,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
623135,CN,🇨🇳,CHINA UNION PAY,DEBIT,PERSONAL,
261577,,◻️,MASTERCARD,,,
429565,RU,🇷🇺,VISA,DEBIT,BUSINESS,VTB BANK OJSC
583166,US,🇺🇸,EBT,DEBIT,,
304383,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
404677,US,🇺🇸,VISA,CREDIT,CLASSIC,FIRST NATIONAL BANK OF OMAHA
505872,US,🇺🇸,EBT,DEBIT,,
425292,US,🇺🇸,VISA,CREDIT,CLASSIC,RHODE ISLAND C.U.
268126,,◻️,MASTERCARD,,,
247912,,◻️,MASTERCARD,,,
410581,NL,🇳🇱,VISA,CREDIT,,INTERPAY NEDERLAND B.V.
482840,US,🇺🇸,VISA,CREDIT,,"WELLS FARGO BANK, N.A."
623376,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
597312,GR,🇬🇷,MAESTRO,DEBIT,STANDARD,
686204,BG,🇧🇬,MAESTRO,DEBIT,STANDARD,
242754,,◻️,MASTERCARD,,,
465105,US,🇺🇸,VISA,DEBIT,CLASSIC,SERVICES C.U.
479161,BD,🇧🇩,VISA,DEBIT,CLASSIC,"MIDLAND BANK, LTD."
575463,US,🇺🇸,EBT,DEBIT,,
250057,,◻️,MASTERCARD,,,
451059,US,🇺🇸,VISA,DEBIT,CLASSIC,
404462,DO,🇩🇴,VISA,DEBIT,,
672915,DE,🇩🇪,MAESTRO,DEBIT,PERSONAL,EURO KARTENSYSTEME GMBH
594806,CN,🇨🇳,MAESTRO,DEBIT,STANDARD,
655670,RS,🇷🇸,DISCOVER,CREDIT,PREMIUM,DISCOVER BANK
463562,US,🇺🇸,VISA,DEBIT,PREPAID,FIRST STATE BANK AND TRUST COMPANY
406052,MO,🇲🇴,VISA,DEBIT,PREPAID,"TAI FUNG BANK, LTD."
534161,AR,🇦🇷,MASTERCARD,CREDIT,GOLD,BANCO COLUMBIA S.A.
341937,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
389498,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
535278,UA,🇺🇦,MASTERCARD,DEBIT,PLATINUM/GOLD,PUBLIC JOINT-STOCK COMPANY JOINT-STOCK COMMERCIAL BANK CONCORD
311567,JP,🇯🇵,JCB,,,
437419,US,🇺🇸,VISA,CREDIT,,
417979,FR,🇫🇷,VISA,CREDIT,,BNP PARIBAS
372457,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
264318,,◻️,MASTERCARD,,,
250630,,◻️,MASTERCARD,,,
224012,,◻️,MASTERCARD,,,
334415,JP,🇯🇵,JCB,,,
475155,GB,🇬🇧,VISA,DEBIT,CLASSIC,"TURKISH BANK (UK), LTD."
482904,US,🇺🇸,VISA,CREDIT,,
496931,US,🇺🇸,VISA,CREDIT,,
530428,JP,🇯🇵,MASTERCARD,CREDIT,GOLD,"HOKKAIDO CARD SERVICE CO., LTD."
811114,CN,🇨🇳,CHINA UNION PAY,,,
401472,US,🇺🇸,VISA,CREDIT,CLASSIC,CAPITAL ONE
240405,,◻️,MASTERCARD,,,
500074,US,🇺🇸,EBT,DEBIT,,
439902,US,🇺🇸,VISA,CREDIT,,"BA MERCHANT SERVICES, INC."
262931,,◻️,MASTERCARD,,,
436351,US,🇺🇸,VISA,CREDIT,CLASSIC,PACIFIC SERVICE C.U.
426931,US,🇺🇸,VISA,CREDIT,CLASSIC,BREWER F.C.U.
465187,US,🇺🇸,VISA,DEBIT,BUSINESS,"PNC BANK, N.A."
384658,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
462069,BR,🇧🇷,VISA,DEBIT,PREPAID,BRASIL PREPAGOS
448166,US,🇺🇸,VISA,CREDIT,CLASSIC,BANK OF THE OZARKS
415803,US,🇺🇸,VISA,CREDIT,,"BA MERCHANT SERVICES, INC."
110419,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
435764,US,🇺🇸,VISA,CREDIT,CLASSIC,BANCO POPULAR NORTH AMERICA
478891,US,🇺🇸,VISA,DEBIT,CLASSIC,PLAINSCAPITAL BANK
530000,US,🇺🇸,MASTERCARD,CREDIT,GOLD,"BANK OF AMERICA, N.A."
454456,US,🇺🇸,VISA,DEBIT,BUSINESS,"BANK OF AMERICA, N.A."
122070,DE,🇩🇪,UATP,CREDIT,UATP,LUFTHANSA GERMAN AIRLINES (LH)
591486,CN,🇨🇳,MAESTRO,DEBIT,STANDARD,
384652,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
396745,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
311473,JP,🇯🇵,JCB,DEBIT,PROPRIETARY,
257104,,◻️,MASTERCARD,,,
527372,GH,🇬🇭,MASTERCARD,DEBIT,STANDARD,
560983,US,🇺🇸,EBT,DEBIT,,
596545,CL,🇨🇱,MAESTRO,DEBIT,STANDARD,
366093,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
395117,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
344447,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
437473,AM,🇦🇲,VISA,DEBIT,ELECTRON,UNIBANK
493961,US,🇺🇸,VISA,CREDIT,,
371174,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
382928,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
423976,US,🇺🇸,VISA,DEBIT,CLASSIC,"CARD SERVICES FOR CREDIT UNIONS, INC."
603512,US,🇺🇸,EBT,DEBIT,,"CITIBANK USA, N.A."
360512,AU,🇦🇺,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
349512,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
255837,,◻️,MASTERCARD,,,
110813,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
422614,RS,🇷🇸,VISA,DEBIT,PREPAID ELECTRON,HYPO ALPE-ADRIA-BANK A.D. BEOGRAD
479751,UA,🇺🇦,VISA,DEBIT,REWARDS,OTP BANK JSC
521104,US,🇺🇸,MASTERCARD,CREDIT,PLATINUM,"CHASE MANHATTAN BANK USA, N.A."
526495,IN,🇮🇳,MASTERCARD,DEBIT,STANDARD,BANK OF INDIA
504429,US,🇺🇸,EBT,DEBIT,,
388949,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
449063,US,🇺🇸,VISA,DEBIT,CLASSIC,BANKANNAPOLIS
536321,EG,🇪🇬,MASTERCARD,CREDIT,WORLD,NETWORK INTERNATIONAL LLC
397749,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
251016,,◻️,MASTERCARD,,,
387816,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
521878,TT,🇹🇹,MASTERCARD,CREDIT,PLATINUM,"REPUBLIC BANK, LTD."
571760,US,🇺🇸,EBT,DEBIT,PERSONAL,
310119,JP,🇯🇵,JCB,,,
412565,AE,🇦🇪,VISA,DEBIT,ELECTRON,ABU DHABI COMMERCIAL BANK
398164,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
479856,US,🇺🇸,VISA,CREDIT,PLATINUM,HUMAN SERVICES EMPLOYEES C.U.
122029,DE,🇩🇪,UATP,CREDIT,UATP,LUFTHANSA GERMAN AIRLINES (LH)
257335,,◻️,MASTERCARD,,,
348483,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
571764,US,🇺🇸,EBT,DEBIT,,
679270,US,🇺🇸,EBT,DEBIT,STANDARD,
400630,HR,🇭🇷,VISA,CREDIT,CLASSIC,ZAGREBACKA BANKA BH D.D.
447946,US,🇺🇸,VISA,CREDIT,GOLD,U.S. BANK N.A. ND
376410,AR,🇦🇷,AMERICAN EXPRESS,CREDIT,GOLD,AMERICAN EXPRESS ARGENTINA
404839,EC,🇪🇨,VISA,CREDIT,CORPORATE T&E,INTERDIN S.A. EMISORA Y ADMINISTRADORA DE TARJETAS DE CREDITO
527996,JP,🇯🇵,MASTERCARD,CREDIT,STANDARD,"MITSUBISHI UFJ NICOS CO., LTD."
423207,KZ,🇰🇿,VISA,CREDIT,BUSINESS,JSC SB RBS (KAZAKHSTAN)
458255,PK,🇵🇰,VISA,DEBIT,PREPAID,"CITIBANK, N.A."
607119,IN,🇮🇳,RUPAY,DEBIT,CLASSIC,"SHIVALIK MERCANTILE COOP BANK, LTD."
512496,KZ,🇰🇿,MASTERCARD,CREDIT,STANDARD,JOINT STOCK BANK KAZKOMMERTSBANK
563747,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
342486,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
476024,NL,🇳🇱,VISA,CREDIT,CLASSIC,"POSTBANK, N.V."
608816,IN,🇮🇳,RUPAY,DEBIT,,
377263,US,🇺🇸,AMERICAN EXPRESS,CREDIT,CONSUMER LENDING,AMERICAN EXPRESS US CONSUMER
947012,KR,🇰🇷,LOCAL BRAND,CREDIT,BUSINESS,BC CARD
503496,US,🇺🇸,EBT,DEBIT,,
776104,US,🇺🇸,PRIVATE LABEL,DEBIT,,
735949,US,🇺🇸,PRIVATE LABEL,DEBIT,,
340345,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
415799,PL,🇵🇱,VISA,CREDIT,,BANK POLSKA KASA OPIEKI S.A. (BANK PEKAO SA)
386649,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
304738,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
850583,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
472749,US,🇺🇸,VISA,DEBIT,BUSINESS,BUSEY BANK
259472,,◻️,MASTERCARD,,,
503489,US,🇺🇸,EBT,DEBIT,,
447442,US,🇺🇸,VISA,DEBIT,CLASSIC,FIRST INTERSTATE BANK
524584,UA,🇺🇦,MASTERCARD,CREDIT,WORLD,PJSC DELTA BANK
386872,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
588454,US,🇺🇸,EBT,DEBIT,PERSONAL,
555393,US,🇺🇸,MASTERCARD,CREDIT,PURCHASING,BMO HARRIS BANK N.A.
363885,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
354260,JP,🇯🇵,JCB,CREDIT,STANDARD,
494988,US,🇺🇸,VISA,CREDIT,,
554360,IT,🇮🇹,MASTERCARD,CREDIT,STANDARD,COMPASS BANCA S.P.A.
593737,PT,🇵🇹,MAESTRO,DEBIT,STANDARD,
341974,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
229275,,◻️,MASTERCARD,,,
446929,KZ,🇰🇿,VISA,DEBIT,INFINITE,SB SBERBANK JSC
467775,MU,🇲🇺,VISA,CREDIT,GOLD,"CIM FINANCE, LTD."
543686,SI,🇸🇮,MASTERCARD,CREDIT,STANDARD,SKB BANKA D.D.
529095,MX,🇲🇽,MASTERCARD,CREDIT,STANDARD,BANCO NACIONAL DE MEXICO
504528,US,🇺🇸,EBT,DEBIT,,
229695,,◻️,MASTERCARD,,,
250448,,◻️,MASTERCARD,,,
232990,,◻️,MASTERCARD,,,
300070,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
371643,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
583356,US,🇺🇸,EBT,DEBIT,,
